"age","c_charge_degree","c_charge_desc","race","score_text","sex","priors_count","juv_fel_count","juv_misd_count","juv_other_count","decile_score","two_year_recid","length_of_stay","priors_1","priors_234","priors_5plus","juv_fel_1plus","juv_misd_1plus","juv_other_1plus","charge_any_drug","charge_any_violence_aggression","charge_any_theft","length_of_stay_thresh"
44,"F","Leaving the Scene of Accident","Hispanic","Low","Male",2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
51,"F","arrest case no charge","African-American","Low","Male",3,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,3
50,"F","Possession of Cocaine","African-American","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
33,"M","Viol Injunct Domestic Violence","Caucasian","Low","Male",2,0,2,0,2,0,22,0,1,0,0,1,0,0,1,0,22
54,"M","Battery","Caucasian","Low","Female",0,0,0,0,1,0,30,0,0,0,0,0,0,0,1,0,30
28,"F","Possession of Cannabis","Hispanic","Medium","Male",3,0,0,0,5,1,1,0,1,0,0,0,0,1,0,0,1
42,"M","arrest case no charge","African-American","Medium","Male",17,0,0,0,7,1,52,0,0,1,0,0,0,0,0,0,30
34,"F","Driving While License Revoked","Caucasian","Low","Male",3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
38,"F","Corrupt Public Servant","Caucasian","Low","Male",2,0,0,0,3,1,9,0,1,0,0,0,0,0,0,0,9
21,"F","Bribery Athletic Contests","African-American","High","Male",1,0,0,0,9,1,1,1,0,0,0,0,0,0,0,0,1
33,"F","Felony Driving While Lic Suspd","African-American","Low","Male",5,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
32,"M","arrest case no charge","African-American","Medium","Male",9,0,0,1,7,1,23,0,0,1,0,0,1,0,0,0,23
45,"M","Battery","Caucasian","Low","Male",1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
30,"F","Possession Of Heroin","Caucasian","High","Male",1,0,0,0,8,1,34,1,0,0,0,0,0,1,0,0,30
29,"F","Agg Battery Grt/Bod/Harm","African-American","High","Female",0,0,0,0,10,0,2,0,0,0,0,0,0,0,1,0,2
51,"M","Battery","Caucasian","Low","Female",0,0,0,0,1,1,8,0,0,0,0,0,0,0,1,0,8
28,"F","Aggravated Assault W/Dead Weap","African-American","Low","Female",0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1
27,"F","Possession of Cannabis","Caucasian","Low","Male",1,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,1
28,"F","Possession Of Heroin","Hispanic","High","Male",16,0,0,0,10,1,29,0,0,1,0,0,0,1,0,0,29
30,"F","Grand Theft on 65 Yr or Older","African-American","Low","Female",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
32,"M","Battery","African-American","Medium","Male",0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,0,2
27,"F","Grand Theft in the 3rd Degree","Caucasian","Low","Male",5,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,1
21,"F","Battery on Law Enforc Officer","Hispanic","Medium","Male",1,0,0,0,5,1,2,1,0,0,0,0,0,0,1,0,2
21,"F","Burglary Structure Unoccup","African-American","Medium","Male",0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,2
34,"F","Tamper With Witness/Victim/CI","Caucasian","Low","Female",0,0,0,0,3,1,63,0,0,0,0,0,0,0,0,0,30
24,"F","Crim Attempt/Solic/Consp","African-American","High","Male",7,0,0,0,9,1,200,0,0,1,0,0,0,0,0,0,30
32,"M","Driving License Suspended","Caucasian","Low","Male",0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,19
38,"F","arrest case no charge","Caucasian","Medium","Female",5,0,0,0,6,1,42,0,0,1,0,0,0,0,0,0,30
56,"M","arrest case no charge","African-American","Low","Male",3,0,0,0,1,0,15,0,1,0,0,0,0,0,0,0,15
44,"M","Battery","African-American","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
31,"M","DWLS Canceled Disqul 1st Off","African-American","Medium","Male",1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,1
25,"F","arrest case no charge","Caucasian","Medium","Female",6,0,0,0,7,0,25,0,0,1,0,0,0,0,0,0,25
20,"M","Battery","African-American","Medium","Female",0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,1
35,"M","Battery","African-American","Medium","Male",1,0,0,0,5,0,2,1,0,0,0,0,0,0,1,0,2
33,"F","Agg Battery Grt/Bod/Harm","African-American","Low","Male",1,0,0,0,4,1,1,1,0,0,0,0,0,0,1,0,1
24,"M","Battery","African-American","Low","Male",0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1
40,"M","arrest case no charge","Hispanic","Low","Female",2,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,4
27,"F","Poss Pyrrolidinovalerophenone","African-American","High","Male",9,0,0,0,9,1,0,0,0,1,0,0,0,1,0,0,0
38,"F","Grand Theft in the 3rd Degree","African-American","Medium","Male",9,0,0,0,5,1,2,0,0,1,0,0,0,0,0,1,2
20,"F","Grand Theft Dwell Property","Caucasian","Medium","Male",0,0,0,1,6,1,1,0,0,0,0,0,1,0,0,1,1
30,"F","Driving While License Revoked","African-American","Low","Male",9,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,1
36,"F","arrest case no charge","Caucasian","Medium","Male",9,0,0,0,6,1,19,0,0,1,0,0,0,0,0,0,19
23,"M","Viol Injunct Domestic Violence","African-American","High","Male",2,0,0,0,9,1,8,0,1,0,0,0,0,0,1,0,8
39,"F","Driving While License Revoked","African-American","High","Male",21,0,0,0,10,1,1,0,0,1,0,0,0,0,0,0,1
29,"F","Pos Cannabis W/Intent Sel/Del","Caucasian","Medium","Male",3,0,0,0,6,1,1,0,1,0,0,0,0,1,0,0,1
58,"M","Viol Injunct Domestic Violence","Caucasian","Low","Male",2,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1
23,"F","Grand Theft in the 3rd Degree","Hispanic","Medium","Male",2,0,0,1,7,0,35,0,1,0,0,0,1,0,0,1,30
23,"M","Petit Theft","Caucasian","High","Male",3,0,0,0,8,1,26,0,1,0,0,0,0,0,0,1,26
68,"F","Possession of Cocaine","African-American","Low","Female",5,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1
26,"M","Battery","Caucasian","Medium","Female",2,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0
51,"F","Possession of Cocaine","African-American","Low","Male",0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,1
25,"M","Battery","African-American","Low","Male",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
40,"F","Felony Driving While Lic Suspd","African-American","High","Male",5,0,0,0,9,1,55,0,0,1,0,0,0,0,0,0,30
51,"F","arrest case no charge","African-American","Medium","Male",14,0,0,0,5,0,8,0,0,1,0,0,0,0,0,0,8
27,"M","Prowling/Loitering","African-American","Medium","Male",2,0,0,0,5,1,15,0,1,0,0,0,0,0,0,0,15
49,"M","Viol Prot Injunc Repeat Viol","African-American","Medium","Male",11,0,0,0,5,1,32,0,0,1,0,0,0,0,1,0,30
36,"M","Battery","Other","Low","Male",0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,3
20,"F","Burglary Dwelling Assault/Batt","African-American","Low","Male",0,0,0,0,3,0,4,0,0,0,0,0,0,0,1,1,4
21,"F","Possession of Cocaine","African-American","High","Male",2,0,0,0,10,1,86,0,1,0,0,0,0,1,0,0,30
31,"F","Agg Battery Grt/Bod/Harm","African-American","Low","Female",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
57,"M","Battery","African-American","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
61,"F","Resist Officer w/Violence","Caucasian","Low","Female",8,0,0,0,3,1,31,0,0,1,0,0,0,0,1,0,30
35,"F","Burglary Structure Unoccup","Hispanic","Low","Male",3,0,0,0,1,1,10,0,1,0,0,0,0,0,0,1,10
54,"F","arrest case no charge","African-American","Medium","Male",3,0,0,0,6,1,2,0,1,0,0,0,0,0,0,0,2
39,"F","Possession of Cocaine","Caucasian","Low","Male",0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1
24,"F","Possession of Cocaine","African-American","Medium","Male",1,0,1,0,7,0,33,1,0,0,0,1,0,1,0,0,30
29,"F","Aggrav Battery w/Deadly Weapon","Hispanic","Low","Female",0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,1
48,"F","Possession of Cocaine","African-American","High","Male",8,0,0,1,9,1,11,0,0,1,0,0,1,1,0,0,11
30,"M","Resist/Obstruct W/O Violence","African-American","Medium","Male",6,0,0,1,7,1,0,0,0,1,0,0,1,0,1,0,0
26,"F","Possession of Cocaine","African-American","High","Male",10,0,1,0,10,1,2,0,0,1,0,1,0,1,0,0,2
37,"F","Pos Cannabis W/Intent Sel/Del","African-American","High","Male",12,0,0,0,9,1,0,0,0,1,0,0,0,1,0,0,0
26,"F","Burglary Dwelling Occupied","African-American","Medium","Male",4,0,0,0,6,1,45,0,1,0,0,0,0,0,0,1,30
29,"M","Petit Theft","African-American","High","Male",7,0,0,0,10,1,9,0,0,1,0,0,0,0,0,1,9
26,"M","Viol Pretrial Release Dom Viol","African-American","Medium","Male",1,0,0,0,6,1,30,1,0,0,0,0,0,0,1,0,30
60,"F","Possession of Cocaine","African-American","Low","Male",2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
27,"F","Poss/Sell/Del/Man Amobarbital","Caucasian","Medium","Male",2,0,0,0,7,1,1,0,1,0,0,0,0,1,0,0,1
22,"F","Poss Contr Subst W/o Prescript","Caucasian","Medium","Male",1,0,0,1,6,0,1,1,0,0,0,0,1,1,0,0,1
28,"F","arrest case no charge","African-American","Medium","Male",3,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
33,"F","Carrying Concealed Firearm","African-American","Medium","Male",13,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0
28,"F","arrest case no charge","African-American","Low","Male",2,0,0,0,2,0,125,0,1,0,0,0,0,0,0,0,30
55,"M","Battery","Caucasian","Low","Male",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
21,"F","Burglary Unoccupied Dwelling","African-American","High","Male",6,0,1,0,8,1,1,0,0,1,0,1,0,0,0,1,1
28,"F","Kidnapping / Domestic Violence","Hispanic","Low","Male",2,0,0,0,3,1,2,0,1,0,0,0,0,0,1,0,2
22,"M","Battery","Hispanic","Low","Female",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
29,"F","Possession of Cocaine","Caucasian","Medium","Female",6,0,0,0,7,1,68,0,0,1,0,0,0,1,0,0,30
24,"M","Tresspass Struct/Conveyance","African-American","High","Male",2,0,0,0,8,1,50,0,1,0,0,0,0,0,0,0,30
50,"F","Possession of Cocaine","African-American","Low","Male",12,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
24,"M","Battery","African-American","Medium","Male",1,0,0,0,6,1,2,1,0,0,0,0,0,0,1,0,2
47,"F","arrest case no charge","African-American","Low","Male",1,0,0,0,2,0,50,1,0,0,0,0,0,0,0,0,30
54,"F","Aggravated Battery / Pregnant","Caucasian","Low","Male",6,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
42,"M","Battery","Caucasian","Low","Female",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
35,"F","Cruelty to Animals","Caucasian","Low","Male",5,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1
30,"F","Driving While License Revoked","African-American","Low","Male",0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1
53,"F","Dealing in Stolen Property","Caucasian","Low","Male",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
31,"M","Exposes Culpable Negligence","African-American","Low","Female",2,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,2
31,"F","Pos Cannabis W/Intent Sel/Del","African-American","Low","Male",0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1
23,"F","Grand Theft in the 3rd Degree","Other","High","Male",4,0,0,0,10,0,2,0,1,0,0,0,0,0,0,1,2
47,"F","Felony Battery w/Prior Convict","African-American","Low","Male",9,0,0,0,4,0,65,0,0,1,0,0,0,0,1,0,30
24,"M","Operating W/O Valid License","African-American","High","Male",9,0,1,0,9,1,3,0,0,1,0,1,0,0,0,0,3
22,"F","Aggrav Battery w/Deadly Weapon","African-American","High","Female",2,0,1,0,9,0,3,0,1,0,0,1,0,0,1,0,3
45,"M","Possess Cannabis/20 Grams Or Less","Hispanic","Low","Male",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
30,"F","Grand Theft in the 3rd Degree","African-American","Low","Female",2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1
30,"M","arrest case no charge","Other","High","Male",5,0,0,0,8,1,6,0,0,1,0,0,0,0,0,0,6
43,"M","Trespass Private Property","Caucasian","High","Female",22,0,0,0,10,1,27,0,0,1,0,0,0,0,0,0,27
50,"M","Battery","African-American","Low","Male",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24,"F","Possession Of Methamphetamine","Other","Low","Female",2,0,0,0,4,1,1,0,1,0,0,0,0,1,0,0,1
42,"F","False Ownership Info/Pawn Item","Caucasian","Medium","Female",3,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1
29,"F","Grand Theft in the 3rd Degree","Caucasian","Medium","Female",1,0,0,0,7,1,13,1,0,0,0,0,0,0,0,1,13
31,"M","Assault","Hispanic","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
25,"F","arrest case no charge","African-American","High","Male",5,0,0,0,9,1,54,0,0,1,0,0,0,0,0,0,30
36,"F","Aggrav Battery w/Deadly Weapon","African-American","Medium","Male",4,0,0,0,5,0,1,0,1,0,0,0,0,0,1,0,1
24,"M","Lve/Scen/Acc/Veh/Prop/Damage","African-American","Medium","Male",1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2
28,"F","Driving While License Revoked","Caucasian","Medium","Male",5,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
31,"M","Battery","Caucasian","Low","Male",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
23,"F","Aggravated Assault W/dead Weap","African-American","Low","Male",0,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,3
29,"M","Viol Injunct Domestic Violence","Caucasian","Medium","Male",4,0,0,0,6,1,7,0,1,0,0,0,0,0,1,0,7
51,"M","Petit Theft $100- $300","African-American","Medium","Male",11,0,0,0,5,1,79,0,0,1,0,0,0,0,0,1,30
34,"F","Pos Cannabis W/Intent Sel/Del","African-American","Medium","Male",1,0,0,0,5,0,1,1,0,0,0,0,0,1,0,0,1
29,"F","Driving While License Revoked","African-American","Low","Male",12,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0
39,"F","Possession of Cocaine","African-American","High","Male",13,0,1,0,10,1,1,0,0,1,0,1,0,1,0,0,1
36,"M","Burglary Structure Unoccup","Hispanic","Low","Female",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
59,"M","arrest case no charge","African-American","Medium","Male",15,0,0,0,6,1,15,0,0,1,0,0,0,0,0,0,15
23,"F","Grand Theft (Motor Vehicle)","African-American","High","Male",3,0,0,2,8,1,1,0,1,0,0,0,1,0,0,1,1
31,"F","Felony Driving While Lic Suspd","African-American","High","Male",15,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0
53,"M","Resist/Obstruct W/O Violence","Caucasian","Low","Male",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,"F","Unauth C/P/S Sounds>1000/Audio","African-American","Medium","Male",12,0,0,0,7,0,35,0,0,1,0,0,0,0,0,0,30
63,"F","Possession of Cannabis","African-American","Low","Female",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
21,"F","Tampering With Physical Evidence","Other","Low","Male",0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1
21,"F","Possession Of Alprazolam","African-American","Medium","Female",0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0
47,"F","Corrupt Public Servant","Caucasian","High","Male",28,0,0,0,9,1,34,0,0,1,0,0,0,0,0,0,30
34,"F","Possession of Cocaine","African-American","Medium","Male",7,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0
58,"F","Felony Petit Theft","Caucasian","Medium","Male",4,0,0,0,5,1,1,0,1,0,0,0,0,0,0,1,1
40,"F","Grand Theft (Motor Vehicle)","Hispanic","Low","Female",4,0,0,0,3,1,5,0,1,0,0,0,0,0,0,1,5
36,"F","arrest case no charge","African-American","High","Male",16,3,0,0,8,1,8,0,0,1,1,0,0,0,0,0,8
23,"M","Battery","African-American","Low","Female",0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,2
34,"F","Possession Burglary Tools","African-American","Low","Male",5,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,1
56,"F","arrest case no charge","Caucasian","Low","Male",13,0,0,0,2,0,7,0,0,1,0,0,0,0,0,0,7
52,"F","Aggrav Battery w/Deadly Weapon","Caucasian","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
56,"F","False Imprisonment","African-American","Low","Male",0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,7
37,"M","Exposes Culpable Negligence","African-American","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
50,"M","Battery","Caucasian","Low","Female",0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2
25,"F","Grand Theft in the 3rd Degree","African-American","Low","Male",1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1
22,"F","Possession of Cocaine","African-American","Medium","Male",0,0,0,0,5,1,1,0,0,0,0,0,0,1,0,0,1
43,"M","Battery","Caucasian","Low","Female",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
30,"M","Battery","Caucasian","Low","Male",1,0,0,0,2,0,35,1,0,0,0,0,0,0,1,0,30
29,"F","Battery on a Person Over 65","Asian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
24,"F","Pos Cannabis W/Intent Sel/Del","Caucasian","Low","Male",0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1
29,"M","Battery","African-American","High","Male",7,0,0,0,8,1,1,0,0,1,0,0,0,0,1,0,1
24,"F","Possession Of Heroin","Caucasian","Low","Female",0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,1
74,"F","Felony Petit Theft","African-American","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
27,"M","arrest case no charge","African-American","Medium","Male",8,0,0,1,7,1,1,0,0,1,0,0,1,0,0,0,1
37,"F","Pos Cannabis W/Intent Sel/Del","Hispanic","Low","Male",1,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,1
29,"F","Driving While License Revoked","Caucasian","Low","Male",5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
35,"F","Neglect Child / No Bodily Harm","African-American","Low","Female",5,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1
29,"M","Battery","African-American","Medium","Male",1,0,0,0,6,1,99,1,0,0,0,0,0,0,1,0,30
36,"F","arrest case no charge","Caucasian","Low","Male",1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1
26,"F","Carrying Concealed Firearm","Caucasian","Low","Male",2,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,2
26,"F","arrest case no charge","African-American","Medium","Female",1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,1
39,"F","Felony Petit Theft","Caucasian","Medium","Female",11,0,1,0,6,1,1,0,0,1,0,1,0,0,0,1,1
22,"F","Grand Theft in the 3rd Degree","African-American","Low","Male",3,0,1,0,4,1,1,0,1,0,0,1,0,0,0,1,1
28,"F","Grand Theft in the 3rd Degree","Caucasian","Low","Male",0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,2
51,"F","Possession Of Alprazolam","Caucasian","Low","Male",1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1
35,"M","Battery","Hispanic","Low","Female",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
23,"M","Battery","African-American","Low","Female",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
29,"F","Crim Use of Personal ID Info","African-American","Medium","Male",6,1,2,0,6,1,1,0,0,1,1,1,0,0,0,0,1
20,"F","Uttering a Forged Instrument","Other","Low","Male",0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1
24,"M","arrest case no charge","African-American","High","Male",1,0,0,2,9,1,6,1,0,0,0,0,1,0,0,0,6
23,"M","Battery","Hispanic","Low","Female",2,0,1,0,4,0,1,0,1,0,0,1,0,0,1,0,1
33,"F","Aggravated Assault W/Dead Weap","African-American","Medium","Female",5,0,0,0,7,0,187,0,0,1,0,0,0,0,1,0,30
21,"F","arrest case no charge","Caucasian","Low","Male",1,1,0,0,3,1,1,1,0,0,1,0,0,0,0,0,1
59,"M","Battery","Caucasian","Low","Male",3,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,2
26,"F","Tamper With Witness/Victim/CI","Caucasian","Low","Male",4,0,0,0,4,1,3,0,1,0,0,0,0,0,0,0,3
38,"F","Grand Theft in the 3rd Degree","Other","Low","Male",2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
28,"F","Grand Theft in the 3rd Degree","Hispanic","High","Male",2,0,0,0,8,0,3,0,1,0,0,0,0,0,0,1,3
23,"F","arrest case no charge","Hispanic","Medium","Male",2,0,0,0,5,1,59,0,1,0,0,0,0,0,0,0,30
21,"F","Obstruct Officer W/Violence","African-American","Medium","Male",1,0,0,2,5,1,1,1,0,0,0,0,1,0,1,0,1
52,"M","Battery","African-American","Low","Male",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
56,"F","Possession of Cocaine","African-American","Medium","Male",12,0,0,0,5,1,2,0,0,1,0,0,0,1,0,0,2
40,"M","DUI Property Damage/Injury","Caucasian","Low","Male",1,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,2
48,"M","Felony Battery w/Prior Convict","Caucasian","Low","Female",8,0,0,0,4,1,24,0,0,1,0,0,0,0,1,0,24
26,"F","Grand Theft in the 3rd Degree","African-American","Low","Female",0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1
66,"F","arrest case no charge","Caucasian","Low","Male",1,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,5
54,"F","Felony Petit Theft","African-American","Low","Female",6,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,1
31,"M","Battery","Caucasian","Medium","Male",4,0,0,0,7,1,27,0,1,0,0,0,0,0,1,0,27
34,"F","Grand Theft in the 3rd Degree","Caucasian","Low","Male",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1
25,"F","arrest case no charge","African-American","High","Male",9,0,0,0,9,1,85,0,0,1,0,0,0,0,0,0,30
47,"F","Possession of Cocaine","Caucasian","Low","Male",2,0,0,0,4,0,6,0,1,0,0,0,0,1,0,0,6
51,"F","Felony Driving While Lic Suspd","African-American","High","Male",12,0,0,1,8,1,1,0,0,1,0,0,1,0,0,0,1
25,"F","arrest case no charge","Caucasian","Low","Male",1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
25,"F","Felony Battery","Other","Low","Male",0,0,0,0,2,1,20,0,0,0,0,0,0,0,1,0,20
31,"F","Aggravated Assault W/Dead Weap","African-American","Low","Female",2,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,1
36,"F","arrest case no charge","Caucasian","Low","Male",1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1
49,"M","Driving Under The Influence","Caucasian","Low","Male",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,"F","Grand Theft in the 3rd Degree","African-American","Medium","Male",0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,1
30,"F","Uttering a Forged Instrument","Caucasian","Low","Male",1,0,0,1,3,0,1,1,0,0,0,0,1,0,0,0,1
29,"F","Att Burgl Unoccupied Dwel","African-American","High","Male",3,1,0,0,9,1,1,0,1,0,1,0,0,0,0,1,1
53,"F","Possession of Cocaine","Caucasian","Medium","Female",6,0,0,0,5,1,11,0,0,1,0,0,0,1,0,0,11
21,"F","Att Burgl Unoccupied Dwel","African-American","High","Male",1,0,1,0,9,1,456,1,0,0,0,1,0,0,0,1,30
21,"F","Resist Officer w/Violence","African-American","Low","Male",0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,1
27,"F","Fraudulent Use of Credit Card","African-American","Medium","Female",1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0
65,"F","Grand Theft in the 3rd Degree","African-American","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
59,"M","Driving Under The Influence","Caucasian","Low","Female",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,"M","DUI Property Damage/Injury","African-American","Low","Male",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2
24,"M","Battery","African-American","Medium","Male",0,0,0,0,7,0,3,0,0,0,0,0,0,0,1,0,3
40,"F","Aggravated Battery","African-American","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
51,"F","Criminal Mischief","African-American","Low","Male",0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2
34,"F","Possession Of Alprazolam","African-American","High","Male",10,1,0,0,9,1,1,0,0,1,1,0,0,1,0,0,1
30,"F","Poss Unlaw Issue Driver Licenc","Hispanic","Low","Male",1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
52,"F","Tampering With Physical Evidence","African-American","Low","Male",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
38,"F","Aggrav Battery w/Deadly Weapon","African-American","Low","Male",2,0,0,0,3,1,3,0,1,0,0,0,0,0,1,0,3
22,"F","Poss of Methylethcathinone","African-American","High","Female",0,0,0,0,8,0,1,0,0,0,0,0,0,1,0,0,1
43,"F","Pos Cannabis W/Intent Sel/Del","African-American","Medium","Male",0,0,0,0,5,0,3,0,0,0,0,0,0,1,0,0,3
32,"F","Possession of Cocaine","Caucasian","High","Male",5,0,0,0,9,1,55,0,0,1,0,0,0,1,0,0,30
55,"F","Failure To Return Hired Vehicle","African-American","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
26,"F","Burglary Unoccupied Dwelling","African-American","Low","Male",2,0,0,0,2,0,9,0,1,0,0,0,0,0,0,1,9
23,"M","DUI Property Damage/Injury","Caucasian","Low","Male",1,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,1
47,"F","Aggravated Assault W/dead Weap","Other","Low","Female",0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,3
28,"M","Driving License Suspended","Caucasian","Low","Male",1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1
27,"F","Grand Theft in the 3rd Degree","Hispanic","Low","Male",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
61,"F","Felony Petit Theft","Hispanic","Low","Male",2,0,0,0,4,1,3,0,1,0,0,0,0,0,0,1,3
26,"F","Felony Batt(Great Bodily Harm)","African-American","Low","Male",0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2
28,"M","Battery","Caucasian","Medium","Female",1,0,0,0,5,1,0,1,0,0,0,0,0,0,1,0,0
43,"F","Uttering a Forged Instrument","African-American","Medium","Male",0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2
33,"M","Viol Pretrial Release Dom Viol","African-American","Medium","Male",21,0,0,0,7,1,6,0,0,1,0,0,0,0,1,0,6
